8761,8
8762,8
8763,8
8764,8
8765,8
8766,8
8767,8
8768,8
8769,8
8770,8
8771,8
8772,8
8773,8
8774,8
8775,8
8776,8
8777,8
8778,8
8779,8
8780,8
8781,8
8782,8
8783,8
8833,5
8834,5
8835,5
8836,5
8837,5
8838,5
8839,5
8840,5
8841,5
8842,5
8843,5
8844,5
8845,5
8846,5
8847,5
8848,5
8849,5
8850,5
8851,5
8852,5
8853,5
8854,5
8855,5
8881,8
8882,8
8883,8
8884,8
8885,8
8886,8
8887,8
8888,8
8889,8
8890,8
8891,8
8892,8
8893,8
8894,8
8895,8
8896,8
8897,8
8898,8
8899,8
8900,8
8901,8
8902,8
8903,8
8977,0
8978,0
8979,0
8980,0
8981,0
8982,0
8983,0
8984,0
8985,0
8986,0
8987,0
8988,0
8989,0
8990,0
8991,0
8992,0
8993,0
8994,0
8995,0
8996,0
8997,0
8998,0
8999,0
9169,8
9170,8
9171,8
9172,8
9173,8
9174,8
9175,8
9176,8
9177,8
9178,8
9179,8
9180,8
9181,8
9182,8
9183,8
9184,8
9185,8
9186,8
9187,8
9188,8
9189,8
9190,8
9191,8
9217,9
9218,9
9219,9
9220,9
9221,9
9222,9
9223,9
9224,9
9225,9
9226,9
9227,9
9228,9
9229,9
9230,9
9231,9
9232,9
9233,9
9234,9
9235,9
9236,9
9237,9
9238,9
9239,9
9265,9
9266,9
9267,9
9268,9
9269,9
9270,9
9271,8
9272,8
9273,8
9274,9
9275,9
9276,9
9277,9
9278,9
9279,9
9280,9
9281,8
9282,8
9283,8
9284,9
9285,9
9286,9
9287,9
9337,0
9338,0
9339,0
9340,0
9341,0
9342,0
9343,0
9344,0
9345,0
9346,0
9347,0
9348,0
9349,0
9350,0
9351,0
9352,0
9353,0
9354,0
9355,0
9356,0
9357,0
9358,0
9359,0
9385,9
9386,9
9387,9
9388,9
9389,9
9390,9
9391,9
9392,9
9393,9
9394,9
9395,9
9396,9
9397,9
9398,9
9399,9
9400,9
9401,9
9402,9
9403,9
9404,9
9405,9
9406,9
9407,9
9433,9
9434,9
9435,9
9436,9
9437,9
9438,9
9439,8
9440,8
9441,8
9442,9
9443,9
9444,9
9445,9
9446,9
9447,9
9448,9
9449,8
9450,8
9451,8
9452,9
9453,9
9454,9
9455,9
9529,0
9530,0
9531,0
9532,0
9533,0
9534,0
9535,0
9536,0
9537,0
9538,0
9539,0
9540,0
9541,0
9542,0
9543,0
9544,0
9545,0
9546,0
9547,0
9548,0
9549,0
9550,0
9551,0
9625,2
9626,2
9627,2
9628,2
9629,2
9630,2
9631,2
9632,2
9633,2
9634,2
9635,2
9636,2
9637,2
9638,2
9639,2
9640,2
9641,2
9642,2
9643,2
9644,2
9645,2
9646,2
9647,2
9673,8
9674,8
9675,8
9676,8
9677,8
9678,8
9679,8
9680,8
9681,8
9682,8
9683,8
9684,8
9685,8
9686,8
9687,8
9688,8
9689,8
9690,8
9691,8
9692,8
9693,8
9694,8
9695,8
9721,8
9722,8
9723,8
9724,8
9725,8
9726,8
9727,8
9728,8
9729,8
9730,8
9731,8
9732,8
9733,8
9734,8
9735,8
9736,8
9737,8
9738,8
9739,8
9740,8
9741,8
9742,8
9743,8
9889,3
9890,3
9891,3
9892,3
9893,3
9894,3
9895,3
9896,3
9897,3
9898,3
9899,3
9900,3
9901,3
9902,3
9903,3
9904,3
9905,3
9906,3
9907,3
9908,3
9909,3
9910,3
9911,3
9937,8
9938,8
9939,8
9940,8
9941,8
9942,8
9943,7
9944,7
9945,7
9946,8
9947,8
9948,8
9949,8
9950,8
9951,8
9952,8
9953,7
9954,7
9955,7
9956,8
9957,8
9958,8
9959,8
9985,8
9986,8
9987,8
9988,8
9989,8
9990,8
9991,8
9992,8
9993,8
9994,8
9995,8
9996,8
9997,8
9998,8
9999,8
10000,8
10001,8
10002,8
10003,8
10004,8
10005,8
10006,8
10007,8
10057,4
10058,4
10059,4
10060,4
10061,4
10062,4
10063,4
10064,4
10065,4
10066,4
10067,4
10068,4
10069,4
10070,4
10071,4
10072,4
10073,4
10074,4
10075,4
10076,4
10077,4
10078,4
10079,4
10105,9
10106,9
10107,9
10108,9
10109,9
10110,9
10111,9
10112,9
10113,9
10114,9
10115,9
10116,9
10117,9
10118,9
10119,9
10120,9
10121,9
10122,9
10123,9
10124,9
10125,9
10126,9
10127,9
10153,9
10154,9
10155,9
10156,9
10157,9
10158,9
10159,9
10160,9
10161,9
10162,9
10163,9
10164,9
10165,9
10166,9
10167,9
10168,9
10169,9
10170,9
10171,9
10172,9
10173,9
10174,9
10175,9
10225,0
10226,0
10227,0
10228,0
10229,0
10230,0
10231,0
10232,0
10233,0
10234,0
10235,0
10236,0
10237,0
10238,0
10239,0
10240,0
10241,0
10242,0
10243,0
10244,0
10245,0
10246,0
10247,0
10273,9
10274,9
10275,9
10276,9
10277,9
10278,9
10279,9
10280,9
10281,9
10282,9
10283,9
10284,9
10285,9
10286,9
10287,9
10288,9
10289,9
10290,9
10291,9
10292,9
10293,9
10294,9
10295,9
10321,9
10322,9
10323,9
10324,9
10325,9
10326,9
10327,9
10328,9
10329,9
10330,9
10331,9
10332,9
10333,9
10334,9
10335,9
10336,9
10337,9
10338,9
10339,9
10340,9
10341,9
10342,9
10343,9
10369,9
10370,9
10371,9
10372,9
10373,9
10374,9
10375,9
10376,9
10377,9
10378,9
10379,9
10380,9
10381,9
10382,9
10383,9
10384,9
10385,9
10386,9
10387,9
10388,9
10389,9
10390,9
10391,9
10537,2
10538,2
10539,2
10540,2
10541,2
10542,2
10543,2
10544,2
10545,2
10546,2
10547,2
10548,2
10549,2
10550,2
10551,2
10552,2
10553,2
10554,2
10555,2
10556,2
10557,2
10558,2
10559,2
10633,3
10634,3
10635,3
10636,3
10637,3
10638,3
10639,3
10640,3
10641,3
10642,3
10643,3
10644,3
10645,3
10646,3
10647,3
10648,3
10649,3
10650,3
10651,3
10652,3
10653,3
10654,3
10655,3
10681,9
10682,9
10683,9
10684,9
10685,9
10686,9
10687,8
10688,8
10689,8
10690,9
10691,9
10692,9
10693,9
10694,9
10695,9
10696,9
10697,8
10698,8
10699,8
10700,9
10701,9
10702,9
10703,9
10729,9
10730,9
10731,9
10732,9
10733,9
10734,9
10735,8
10736,8
10737,8
10738,9
10739,9
10740,9
10741,9
10742,9
10743,9
10744,9
10745,8
10746,8
10747,8
10748,9
10749,9
10750,9
10751,9
10777,9
10778,9
10779,9
10780,9
10781,9
10782,9
10783,7
10784,7
10785,7
10786,9
10787,9
10788,9
10789,9
10790,9
10791,9
10792,9
10793,7
10794,7
10795,7
10796,9
10797,9
10798,9
10799,9
10897,7
10898,7
10899,7
10900,7
10901,7
10902,7
10903,7
10904,7
10905,7
10906,7
10907,7
10908,7
10909,7
10910,7
10911,7
10912,7
10913,7
10914,7
10915,7
10916,7
10917,7
10918,7
10919,7
10969,3
10970,3
10971,3
10972,3
10973,3
10974,3
10975,3
10976,3
10977,3
10978,3
10979,3
10980,3
10981,3
10982,3
10983,3
10984,3
10985,3
10986,3
10987,3
10988,3
10989,3
10990,3
10991,3
11089,5
11090,5
11091,5
11092,5
11093,5
11094,5
11095,4
11096,4
11097,4
11098,5
11099,5
11100,5
11101,5
11102,5
11103,5
11104,5
11105,4
11106,4
11107,4
11108,5
11109,5
11110,5
11111,5
11137,9
11138,9
11139,9
11140,9
11141,9
11142,9
11143,8
11144,8
11145,8
11146,9
11147,9
11148,9
11149,9
11150,9
11151,9
11152,9
11153,8
11154,8
11155,8
11156,9
11157,9
11158,9
11159,9
11209,4
11210,4
11211,4
11212,4
11213,4
11214,4
11215,4
11216,4
11217,4
11218,4
11219,4
11220,4
11221,4
11222,4
11223,4
11224,4
11225,4
11226,4
11227,4
11228,4
11229,4
11230,4
11231,4
11257,9
11258,9
11259,9
11260,9
11261,9
11262,9
11263,8
11264,8
11265,8
11266,9
11267,9
11268,9
11269,9
11270,9
11271,9
11272,9
11273,8
11274,8
11275,8
11276,9
11277,9
11278,9
11279,9
11353,8
11354,8
11355,8
11356,8
11357,8
11358,8
11359,8
11360,8
